"database_id","scientificName","family","subfamily","genus","subgenus","subspecies","species","specificEpithet","infraspecificEpithet","acceptedNameUsage","taxonRank","scientificNameAuthorship","identificationQualifier","higherClassification","identificationReferences","typeStatus","previousIdentifications","verbatimIdentification","identifiedBy","dateIdentified","decimalLatitude","decimalLongitude","stateProvince","continent","locality","island","county","municipality","level0Gid","level0Name","level1Gid","level1Name","license","issue","eventDate","eventTime","day","month","year","basisOfRecord","country","type","occurrenceStatus","recordNumber","recordedBy","eventID","Location","samplingProtocol","samplingEffort","individualCount","organismQuantity","coordinatePrecision","coordinateUncertaintyInMeters","spatiallyValid","catalogNumber","gbifID","datasetID","institutionCode","datasetName","otherCatalogNumbers","occurrenceID","taxonKey","coreid","recordId","collectionID","verbatimScientificName","verbatimEventDate","associatedTaxa","associatedOrganisms","fieldNotes","sex","rights","rightsHolder","accessRights","associatedReferences","bibliographicCitation","references","informationWithheld","isDuplicateOf","hasCoordinate","hasGeospatialIssues","assertions","occurrenceYear","id","duplicateStatus","associatedOccurrences","locationRemarks","dataSource","verbatim_scientificName","countryCO","country_suggested","countryCode","iso_a3","countryMatch"
"Dorey_data_12188042","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"R.R. Snelling","1994",34.066119,-114.257333,"Arizona",NA,"6 mi. SE of Parker",NA,"La Paz County",NA,NA,NA,NA,NA,NA,NA,"1966/05/07 00:00:00",NA,7,5,1966,"PreservedSpecimen","United states",NA,NA,NA,"Stanley A. Gorodenski; J.M. Davidson, M.A. Cazier",NA,NA,NA,NA,NA,NA,NA,3000,NA,"ASUHIC0084150",NA,NA,"ASU",NA,NA,"916dbb40-db00-4c18-bdab-5eaf2c0a7e09",NA,"0ec18f9e-b042-471d-8da9-0266944be228","urn:uuid:916dbb40-db00-4c18-bdab-5eaf2c0a7e09","98d9b8ed-08d6-47fc-b324-2853e44d75d1","Centris rhodopus Cockerell, 1897","1966-5-7",NA,NA,NA,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_12709277","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,34.71,-114.48,"Arizona",NA,"Topock",NA,"Mohave",NA,NA,NA,NA,NA,NA,NA,"1972/04/08 00:00:00",NA,8,4,1972,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"W. Apperson",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103246",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:46d3e3a1-1ff0-436b-b777-cf7331e00797","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897","1972-04-08T01:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25284791",NA,NA,NA,NA,NA,NA,"25284791","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_12709426","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,35.02,-114.83,"California",NA,"Searchlight, 30 mi S",NA,"SanBernardino",NA,NA,NA,NA,NA,NA,NA,"1966/04/21 00:00:00",NA,21,4,1966,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"P.F. Torchio, R.W. Rust, N. Youssef",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103381",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:cb24a5f7-62fe-4188-acdc-5aae659adf31","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897","1966-04-21T01:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285516",NA,NA,NA,NA,NA,NA,"25285516","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_12801835","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"J.S. Ascher 2007",NA,35.97126,-116.2673,"California",NA,"Shoshone",NA,"Inyo",NA,NA,NA,NA,NA,NA,NA,"1989/06/12 00:00:00",NA,12,6,1989,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"P.F. Torchio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL700248",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:4a7c7e4c-99da-43a8-834d-a3037693d45a","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897","1989-06-12T02:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285491",NA,NA,NA,NA,NA,NA,"25285491","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_12929480","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"R.R. Snelling","1994",33.855241,-114.217255,"Arizona",NA,"14 mi. N of Quartzsite",NA,"La Paz County",NA,NA,NA,NA,NA,NA,NA,"1966/05/14 00:00:00",NA,14,5,1966,"PreservedSpecimen","United states",NA,NA,NA,"J.H. Davidson; J.M. Davidson, M.A. Cazier",NA,NA,NA,NA,NA,NA,NA,4500,NA,"ASUHIC0084063",NA,NA,"ASU",NA,NA,"22e013e3-c6a1-4e98-9b2c-f04b9b6cb1dc",NA,NA,"urn:uuid:22e013e3-c6a1-4e98-9b2c-f04b9b6cb1dc","98d9b8ed-08d6-47fc-b324-2853e44d75d1","Centris rhodopus Cockerell, 1897","1966-5-14",NA,NA,"collected on Asclepias erosa Torr. (desert milkweed) [USDA]","male","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=21171627",NA,NA,NA,NA,NA,NA,"21171627","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_12929610","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"R.R. Snelling","1994",33.944477,-114.014165,"Arizona",NA,"1 mi. NW of Bouse",NA,"La Paz County",NA,NA,NA,NA,NA,NA,NA,"1967/07/20 00:00:00",NA,20,7,1967,"PreservedSpecimen","United states",NA,NA,NA,"J.H. Davidson; J.M. Davidson, M.A. Cazier",NA,NA,NA,NA,NA,NA,NA,1500,NA,"ASUHIC0084193",NA,NA,"ASU",NA,NA,"e174c7ad-fa3c-4c40-967b-dbd28af87921",NA,NA,"urn:uuid:e174c7ad-fa3c-4c40-967b-dbd28af87921","98d9b8ed-08d6-47fc-b324-2853e44d75d1","Centris rhodopus Cockerell, 1897","1967-7-20",NA,NA,"collected on Asclepias erosa Torr. (desert milkweed) [USDA]","male","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=21302408",NA,NA,NA,NA,NA,NA,"21302408","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Paige_data_1135936","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"Carlos G Velazco-Macias","2016-08-29T20:11:47Z",25.735,-103.6823,"Durango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016/08/28 00:00:00",NA,28,8,2016,"HumanObservation","Mexico",NA,NA,NA,"Francisco Valdes Perezgasga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3981242",NA,NA,"iNaturalist",NA,NA,"http://conabio.inaturalist.org/observations/3981242",NA,NA,"urn:uuid:07299f43-1948-4a11-b44d-5fbfd0e1bcd5","c280e822-464b-4689-b5c5-a2bdf12b894e","Centris rhodopus Cockerell, 1897","2016/08/28 9:24 AM CDT",NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/","Rights for individual observations belong to the individual observers. In jurisdictions where collections of data are are considered intellectual property, the rights holder of this collection is the California Academy of Sciences.","This work is licensed under a Creative Commons Attribution-NonCommercial License: http://creativecommons.org/licenses/by-nc/4.0/. Anyone is free to access it for non-commercial use.",NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=50081951",NA,NA,NA,NA,NA,NA,"50081951","Unique",NA,NA,"SCAN_Apidae",NA,"Mexico","Mexico","MX","MEX","exact"
"Dorey_data_13636366","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,"None",NA,NA,"J. S. Ascher","2007",32.006,-109.036,"Arizona",NA,"9 mi NE of Portal, Community Rd.",NA,"Cochise",NA,NA,NA,NA,NA,NA,NA,"2002/08/18 00:00:00",NA,18,8,2002,"PreservedSpecimen","United states",NA,NA,NA,"V. Giles, J. G. Rozen, B. L. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00036894",NA,NA,"AMNH",NA,NA,"urn:uuid:83a94f6c-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:30bf49f9-cb40-4134-990c-7d18af8dd9ac","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Centris rhodopus Cockerell, 1897","2002-08-18/2002-08-25",NA,NA,NA,"Male","http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56752118",NA,NA,NA,NA,NA,NA,"56752118","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_13711557","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,"None",NA,NA,"R. R. Snelling",NA,31.34444,-109.52779,"Arizona",NA,"1 mi E of Douglas",NA,"Cochise",NA,NA,NA,NA,NA,NA,NA,"1967/08/23 00:00:00",NA,23,8,1967,"PreservedSpecimen","United states",NA,NA,NA,"J. G. Rozen, G. Krueger",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00212009",NA,NA,"AMNH",NA,NA,"urn:uuid:869d76bc-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:d623f2c6-3729-4d04-b8b8-96658dc41b44","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Centris rhodopus Cockerell, 1897","8/23/67",NA,NA,NA,"Female","http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56979566",NA,NA,NA,NA,NA,NA,"56979566","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_14031945","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,NA,NA,"Droege","9/1/2007 0:00:00",38.7847,-76.7003,"Maryland",NA,NA,NA,"Anne Arundel","Jug Bay Wetlands",NA,NA,NA,NA,NA,NA,"2007/09/15 00:00:00",NA,15,9,2007,"preservedspecimen","United states",NA,NA,NA,"Sam W. Droege",NA,NA,"trapType:hand net;",NA,NA,NA,NA,25000,NA,"USGS_DRO084719",NA,NA,"BISON",NA,NA,"USGS_DRO084719",NA,NA,"urn:uuid:f227277f-5ae8-4885-b508-b283b56e64ca","95067882-e084-4028-a6ae-fe1e045a4992","Perdita octomaculata (Say, 1824)","StartDateTime:20070915xxxxxx; EndDateTime:20070915xxxxxx",NA,NA,NA,"male","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=38442813",NA,NA,NA,NA,NA,NA,"38442813","Unique",NA,NA,"SCAN_Andrenidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_14067908","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,NA,NA,"Droege","9/1/2007 0:00:00",38.7847,-76.7003,"Maryland",NA,NA,NA,"Anne Arundel","Jug Bay Wetlands",NA,NA,NA,NA,NA,NA,"2007/09/15 00:00:00",NA,15,9,2007,"Preserved Specimen","United states",NA,NA,NA,"Sam W. Droege",NA,NA,"trapType:hand net; trapCount:; trapVolumne:; trapColor:; trapLiquid:",NA,NA,NA,NA,25000,NA,"USGS_DRO084730",NA,NA,"BISON",NA,"USGS_DRO4877",NA,NA,NA,"urn:uuid:a0f0cf73-742c-4ba4-81b5-da3bedaa1e11","95067882-e084-4028-a6ae-fe1e045a4992","Perdita octomaculata (Say, 1824)","StartDateTime:20070915xxxxxx; EndDateTime:20070915xxxxxx",NA,NA,NA,"male","http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=23015338",NA,NA,NA,NA,NA,NA,"23015338","Unique",NA,NA,"SCAN_Andrenidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_15263622","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,NA,"Cockerell, 1917",NA,NA,NA,NA,NA,NA,"Douglas Yanega",NA,30.9447222222222,-108.125,"Chihuahua",NA,"Janos, 7 km NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991/08/31 00:00:00",NA,31,8,1991,"PreservedSpecimen","Mexico",NA,NA,NA,"Robert L. Minckley",NA,NA,NA,NA,NA,NA,NA,NA,NA,"300355",NA,NA,"IBUNAM",NA,NA,NA,NA,NA,"urn:uuid:a09623fa-4374-44b8-baa4-8a9ad9f4e033","7c7ba67a-45dd-4e66-b608-ffe5b9734c1a","Agapostemon tyleri Cockerell, 1917","1991-8-31",NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=35326561",NA,NA,NA,NA,NA,NA,"35326561","Unique",NA,NA,"SCAN_Halictidae",NA,"Mexico","Mexico","MX","MEX","exact"
"Dorey_data_15311456","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,NA,"Cockerell, 1917",NA,NA,NA,NA,NA,NA,"Robert L. Minckley","10-Apr-07",31.34147,-109.27278,"Arizona",NA,"30 km east of Douglas (San Bernardino National Wildlife Refuge)",NA,"Cochise County",NA,NA,NA,NA,NA,NA,NA,"2002/08/15 00:00:00",NA,15,8,2002,"PreservedSpecimen","United states",NA,NA,NA,"Robert L. Minckley",NA,NA,"white pan trap",NA,NA,NA,NA,NA,NA,"SBV044420",NA,NA,"RLMC",NA,NA,"e485fc9d-d970-4193-a2e4-0cacba31d682",NA,NA,"urn:uuid:e485fc9d-d970-4193-a2e4-0cacba31d682","43c894af-a05d-4c92-833c-83e1ebd68701","Agapostemon tyleri Cockerell, 1917","15-Aug-02",NA,NA,NA,"Female","http://creativecommons.org/licenses/by-nc/4.0/","Robert Minckley",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=43960132",NA,NA,NA,NA,NA,NA,"43960132","Unique",NA,NA,"SCAN_Halictidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_15352897","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,NA,"Cockerell, 1917",NA,NA,NA,"None",NA,NA,"R. B. Roberts",NA,31.536,-109.29,"Arizona",NA,"14 mi SW of Apache",NA,"Cochise",NA,NA,NA,NA,NA,NA,NA,"1961/08/04 00:00:00",NA,4,8,1961,"PreservedSpecimen","United states",NA,NA,NA,"J. G. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00178185",NA,NA,"AMNH",NA,NA,"urn:uuid:85c7a0aa-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:6c135e01-26b7-470a-84ab-d5da390e9094","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Agapostemon tyleri Cockerell, 1917","8/4/61",NA,NA,NA,"Male","http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56931264",NA,NA,NA,NA,NA,NA,"56931264","Unique",NA,NA,"SCAN_Halictidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_16138132","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,NA,"Cockerell, 1917",NA,NA,NA,NA,NA,NA,"Robert L. Minckley","4-Feb-07",31.31445,-109.2392,"Sonora",NA,"30 km east of Agua Prieta",NA,"Municipio de Agua Prieta",NA,NA,NA,NA,NA,NA,NA,"2005/08/09 00:00:00",NA,9,8,2005,"PreservedSpecimen","Mexico",NA,NA,NA,"Robert L. Minckley",NA,NA,"net",NA,NA,NA,NA,NA,NA,"SBV053660",NA,NA,"RLMC",NA,NA,"1bb757e8-6cd9-4c62-87d6-f0223476f5fb",NA,NA,"urn:uuid:1bb757e8-6cd9-4c62-87d6-f0223476f5fb","43c894af-a05d-4c92-833c-83e1ebd68701","Agapostemon tyleri Cockerell, 1917","9-Aug-05","Verbesina encelioides exauriculata",NA,NA,"Male","http://creativecommons.org/licenses/by-nc/4.0/","Robert Minckley",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=43960052",NA,NA,NA,NA,NA,NA,"43960052","Unique",NA,NA,"SCAN_Halictidae",NA,"Mexico","Mexico","MX","MEX","exact"
"Dorey_data_16312828","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,33.8372,-114.2166,"Arizona",NA,"Parker, 23 mi S",NA,"LaPaz",NA,NA,NA,NA,NA,NA,NA,"1966/04/22 00:00:00",NA,22,4,1966,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"P.F. Torchio, R.W. Rust, N. Youssef",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103229",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:107b02da-6572-4ab9-82e2-61b5c5773a71","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897","1966-04-22T01:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285506",NA,NA,NA,NA,NA,NA,"25285506","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_16312976","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,36.47074,-114.52744,"Nevada",NA,"Valley of Fire State Park",NA,"Clark",NA,NA,NA,NA,NA,NA,NA,"1982/05/01 00:00:00",NA,1,5,1982,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"F.D. Parker",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103363",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:8a6849b2-5e28-423b-9119-6750b13dd8b7","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897","1982-05-01T02:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285359",NA,NA,NA,NA,NA,NA,"25285359","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_16403854","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"J.S. Ascher 2007",NA,35.97126,-116.2673,"California",NA,"Shoshone",NA,"Inyo",NA,NA,NA,NA,NA,NA,NA,"1989/06/12 00:00:00",NA,12,6,1989,"PRESERVED_SPECIMEN","United states",NA,NA,NA,"P.F. Torchio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBSL689028",NA,NA,"USDA-ARS",NA,NA,NA,NA,NA,"urn:uuid:983922c5-6c6a-47ca-862b-93ae54996a69","b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c","Centris rhodopus Cockerell, 1897","1989-06-12T02:00Z",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25285485",NA,NA,NA,NA,NA,NA,"25285485","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Ecd_data_1080","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"Species","Cockerell, 1897",NA,"Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Apidae|Apinae|Centridini|Centris",NA,NA,NA,NA,"R.R. Snelling","1994",32.647106,-111.61417,"Arizona",NA,"10 mi. S of Toltec",NA,"Pinal County",NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc-sa/4.0/",NA,"1966/06/20 00:00:00",NA,20,6,1966,"PreservedSpecimen","United states",NA,NA,NA,"J.M. Davidson",NA,NA,NA,NA,NA,NA,NA,3000,NA,"ASUHIC0084026",NA,"Ecd","ASU","Ecdysis",NA,"081a4ba7-9191-466d-9b3e-290edbd795bb",NA,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,"male",NA,NA,NA,NA,NA,"https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=352440",NA,NA,NA,NA,NA,NA,"ASU_352440","Unique",NA,NA,"Ecd_Anthophila",NA,"United states",NA,NA,"USA","exact"
"Ecd_data_1210","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"Species","Cockerell, 1897",NA,"Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Hymenoptera|Apocrita|Aculeata|Apoidea|Apidae|Apinae|Centridini|Centris",NA,NA,NA,NA,"R.R. Snelling","1994",30.944888,-114.747979,"Baja California",NA,"9 mi. S of San Felipe",NA,NA,"Mexicali Municipality",NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc-sa/4.0/",NA,"1968/06/10 00:00:00",NA,10,6,1968,"PreservedSpecimen","Mexico",NA,NA,NA,"N. Leppla",NA,NA,NA,NA,NA,NA,NA,3000,NA,"ASUHIC0084156",NA,"Ecd","ASU","Ecdysis",NA,"323f8c1c-3f7e-4cc0-9ffa-488c21d381f3",NA,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,"female",NA,NA,NA,NA,NA,"https://serv.biokic.asu.edu/ecdysis/collections/individual/index.php?occid=352590",NA,NA,NA,NA,NA,NA,"ASU_352590","Unique",NA,NA,"Ecd_Anthophila",NA,"Mexico","Mexico","MX","MEX","exact"
"Dorey_data_1025728","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,"SPECIES","Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,"2007-01-01T00:00:00",32.04167,-112.87472,"Arizona",NA,NA,NA,"Pima",NA,"USA","United States","USA.3_1","Arizona","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;FOOTPRINT_WKT_INVALID;COLLECTION_MATCH_NONE","1989/04/21 00:00:00",NA,21,4,1989,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"M.E. Irwin",NA,NA,NA,NA,1,NA,NA,10000,NA,"INHS Insect Collection 343145",3801929368,NA,"INHS",NA,NA,"3f3716ac-d782-40f8-93cb-17164ddb2b70",1342875,NA,NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Apidae",NA,"United States of America",NA,NA,"USA","exact"
"Dorey_data_8509969","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,"SPECIES","(Say, 1824)",NA,NA,NA,NA,NA,NA,NA,"2006-01-01T00:00:00",38.3328,-90.1286,"Illinois",NA,NA,NA,"Monroe",NA,"USA","United States","USA.14_1","Illinois","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;FOOTPRINT_WKT_INVALID;COLLECTION_MATCH_NONE","1971/07/12 00:00:00",NA,12,7,1971,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"Cooley, T.A.",NA,NA,NA,NA,1,NA,NA,10000,NA,"INHS Insect Collection 297201",3801820353,NA,"INHS",NA,NA,"e6649bcb-1cd6-405e-b0d8-42869a078d05",1356526,NA,NA,NA,"Perdita octomaculata (Say, 1824)","12 July 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Andrenidae",NA,"United States of America",NA,NA,"USA","exact"
"Dorey_data_12845835","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,NA,NA,34.7183075,-114.4871902,"Arizona",NA,"Topock",NA,"Mohave",NA,NA,NA,NA,NA,NA,NA,"1972/04/08 00:00:00",NA,8,4,1972,"PreservedSpecimen","United states",NA,NA,NA,"B. Apperson",NA,NA,NA,NA,1,NA,NA,14,NA,"HYM 103257",NA,NA,"MNA",NA,NA,"b7786ece-7f40-4a33-bbc3-cfc6d3d87d24",NA,NA,"urn:uuid:a5efd7d5-225e-4712-87db-3e932b7f9049","48b700e0-fcdb-4196-b642-70fd7b8a71ef","Centris rhodopus Cockerell, 1897","26397",NA,NA,NA,"Male","http://creativecommons.org/licenses/by-nc/4.0/","MNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57129639","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
